,id,tweet,sarcastic,rephrase,dialect
2474,2475, ليه بنخاف من الموت و هو الحاجه الحقيقيه في الدنيا ! ,0,,msa
740,741,رضا عبد العال انا نفسى يجيبوك تهبد مكان البدرى عشان الجمهور يفشخك بعده وتتبط وتسكت,1,رضا عبد العال فاشل مثل البدرى,nile
615,616,اعزمني علي أكل ، فربما لست بخير يا اخي,1,أعزمنى علشان الأكل هيخلينى مبسوط,nile
592,593,يعطي الحلق للي بلا ودان,1,مش يستاهل حاجة قيمة,nile
1258,1259,اعظم نادى فى الكون  الاهلى,0,,nile
518,519,ولد الفار حفار,1,طالع لابوك,magreb
261,262,برضك هنتجوز تاني من بتوع لبنان هات اربعه يبني من بيروت,1,بنات لبنان قمرات لازم أتجوز منهم ,nile
334,335,ممكن أتدخل فى حياتك الشخصية طبعا اومال ادخل تعالى كلهم جوا,1,محدش سايب حد فى حالة كل واحد بيتدحل فى حياة غيره,nile
434,435,مش ممكن بجد انت ازاى كده دمك سم !,1,شخص دمه تقيل و مش مقبول,nile
209,210,الواد دا فاكر نفسه جهبز,1,الولد فاكر نفسه فاهم كل حاجة,nile
349,350,قالو يا بنت لو كنتي وحشة لازم تحاولي تكوني نغشة,1,الوحشة اذا خلت دمها خفيف الناس هيحبوها ويتبقلوها,nile
274,275,عارف لما تكون لوحدك بالليل وتحس أن فى خيال وراك وتلف ومتلاقيش حاجه دى بختك اللى ملازمك فى كل حته,1,يعنى مهما تروح اى مكان بردو لا مفر مش هتعرف تهرب من خيباتك,nile
893,894,عرض خاص غدًا على مشاهد مباراةنصف نهائي أبطال العالم - ريال مدريد × كلوب أمريكا- الخميس. 15 ديسمبر- الساعة 1:30م بتوقيت مكة نفي,0,,msa
2768,2769, نفسي اوى اشوف مسلسل  يوميات ونيس :),0,,nile
2615,2616,صمت بعض الصحفيين والإعلاميين في صحف الأحزاب ووسائل الإعلام الخاصة عن خطورة تفعيل قانون الطوارئ وتقييد الحريات بل وترحيبها به,0,,msa
1770,1771,من الذي زار مرسي في مخبئه السري؟! دعلاء الأسواني يكتب مقاله بعنوان :   كيف للرئيس أن ينام ؟!   على هذا الرابط >>,0,,msa
875,876,اسكندرية تحذير هام جداً جداً وصلتنا رسالة تحذير بخصوص حالة  ثبيت وسرقة ,0,,msa
1924,1925,وين سارح؟ فاقد الإحساس واضح كنت ترسم ما كتبت وكانت عيونك  مسارح  كان يا ماكان،فيك الشوق فاضح  سري,0,,gulf
801,802, حلبحلب ترحب بكمطرد  الإرهاب من حلب الشرقية بداية النهاية للقوى المظلمة  الوهابية  الغربية و  الصهيونية سورية روسيا إيران ,0,,msa
2898,2899,انا بحب مراتى حب السكر للشاى بجد بموت فيها,0,,nile
2102,2103,اشارككم قلقكم من حالة الاستقطاب السائدة في الحياة السياسية الآن وقد طالبت بعودة التوافق الوطني بين كل التيارات,0,,msa
948,949,المجد لله ثم لك انت ياشهيد  جـــيكا  سيد وزة,0,,msa
648,649,طفى النور يابهيه كل العسكر حرميه,1,ان العسكر ياخذون خير البلدان,nile
178,179,الل ياخد المقصد بدون نية الهي تركبه جنية,1,ربنا يأذيك لوظنيت فينا ظن سئ,nile
303,304,حاضر ماشي هتجوز بكرة خطوبة وبعد بكرة هتجوز,1,حاض هتجوز بسرعة,nile
620,621,وانت مالك اهلك يسطا بالموضوع,1,متتدخلش فى اللى ميخصكش,nile
610,611,تحت المكباج الخادع يوجد قمرا ساطع او نوع من انواع الضفادع,1,المكياج يخفي القباحه,nile
319,320,ده بني ادم ما يعرفش طز من يفتح الله,1,ده بني ادم ما يعرفش اي حاجة,nile
325,326,فينيسيوس أفضل لاعب فى المجره,1,فينيسيوس لاعب سيئ جدا,nile
2816,2817,الف مبروك الانتصار لفريقنا الزمالك، مدرب الفريق المنافس ىدلي بتصريحات سلبيه,0,,nile
199,200,محدش يصدق الحضري الواد ده ده ممكن يبيع خطه اللعب للفريق المنافس,1,الحضري غير مؤتمن على المنتخب,nile
2161,2162, نوال الزغبي شو بتعملي ؟؟ ,0,,levant
265,266,مع احترامى لكل انواع الكافيين ومشتقاته بس مافيش حاجة بتسهرنى زى خيبتى,1,والله حتى لو شربت عشرين فنجان قهوة برده بسهر ويقلق وبفكر فى حياتى البايظه,nile
539,540,شيكابالا لاعب منفوخ على الفاضي زي البالونة المنفوخة هو,1,لا عب متكبر بدون وجه حق,nile
1686,1687,كوبر يطلب تقريرا عن  احمد الشيخ  قبل إعلان قائمة أمم افريقيا 2017,0,,msa
1711,1712,على فكرة الخطاب ماكانش طائفيو هو بيتكلم عن الاخوان كجماعة سياسية تستخدم الدين على حد قوله في لاغراضها،الطائفية لما يهاجم دين,0,,nile
89,90,بحب العسل بس النحل بيقرص,1,الوصول للهدف صعب ولكن تحقيقه شئ ممتع,nile
24,25,الجنرال شنقريحة شرا المباراة باه يلهي الشباب عن الحراك واضحة,1,سخرية من الناس اللذين يتهمون النظام بافتعال كل شيء بغرض الهاء الشارع,magreb
2139,2140, لن تأخذ سوريا قصراً ، لن يرجع للعرش يزيد ، فالشام حسمناها نصراً ، لو يسقط مليون شهيد ..يا جنود المنتظر ... انتم حزب الله ,0,,levant
1537,1538,الله أكبر الله أكبرالله أكبر لا إله إلا الله تكبيرات العيد تبعث فى الوجدان طاقة إيمانية عظيمة كل عام وأنتم بخير,0,,msa
657,658,وحمو وشاكوش وكزبره وبقدنوس هما دول اولاد الذوات وخريجى الجامعات هما البلطجية والسرسجيه,1,حمو وشاكوش واللى زيهم بلطجية,nile
195,196,كل يوم يركب الموصلات العامة وينتقدها مش عاجبك اركب تاكسى او روح شغلك بالطيارة بتاعتكوا,1,يستخدم المواصلات العامة يوميا ودائم الشكوى,nile
731,732,ياما نفسي فيك يا بلح بس النخل عالي,1,انت بنت جميلة وطويلة,nile
2263,2264,  حبيبان نحن الى ان ينام القمر !    جوهرة  محمود درويش  ,0,,msa
1114,1115,التعليم: ضعف مستوى التعليم الحكومي وازدهار المراكز الخاصة في الدائرة بعيداً عن رقابة وزارة التعليم,0,,msa
85,86,ضحكولو تمد على طولو  هههههههههههه,1,تمادى إلى حد مقرف,magreb
188,189,سنة 2020 فاضلها تنين مجنح وتقفل علي كدة,1,سنة  2020 سنة حصلت فيها كوارث كتيرة,nile
283,284,قال للاعبين ما تقابلونيش كي المخطوبات,1,المدرب طلب من الاعبين تفادي صبغ الشعر بالون الأصفر,magreb
1495,1496, ما أغيب ولا يوم  ماذا لو المدارس مختلطه ,0,,levant
331,332,ماطار طير وارتفع الا وكما علا وقع,1,كلما كبر مقامك وتكبرت ياتيك يوم وتنكسر,msa
299,300,اكيد الشيخ اللي قال الفتوى دي مراته قارصه عليه حبتين,1,الفتوي جاءت لأسباب شخصية وليس لأسباب شرعية,nile
611,612,جا اشمو و هو ياكلو 😄,1,بغا يعاون صدق مخسرها,magreb
645,646,أنت مسوي نفسك فيها عنتر يا حلو,1,مسوي نفسك بطل مثل عنتر، تقفز على كل شيء,gulf
2693,2694, اسئل الله أن يردهم اقوى من أول نحن امة اعزنا الاسلام   تكفي يابو فهد نحتاج للهييه ,0,,msa
2772,2773,ذكرى وأحلى ذكرى أول واقفة فى  التالتة شمال  07  الأهلي,0,,nile
805,806,  مافيش مقارنة في السعر بس معلوماتي إن نسخة الهلال محذوف منها أجزاء أرجو إنك تتأكد من دهطبعا أسعار الهلال أرخص لأنها دار حكومية,0,,nile
526,527,عارف ليه غلو تذاكر المترو؟ علشان الشمال كترو,1,غلو اسعار تذاكر المترو,nile
82,83,الحيطان لها ودان,1,احذر من الحديث عن شئ خطر فحتي لو كنت في مكان مغلق يمكن ان تنكشف,nile
2083,2084, نجيب ساويرس يتحكم ف النادي الاهلي! احمد سعيد رئيس حزب  ساويرس اصبح نائب رئيس  الاهلي بدل من محمد عبد الوهاب صاحب التاريخ الكبير!,0,,nile
635,636,لو الجواز مش جريمه ماكنوش طلبوا اتنين شهود,1,الجواز أكبر جريمه علشان كده بيطلبو شهود عليها,nile
627,628,مامنه للرجال يا مامنه للميه في الغربال,1,التي تثق برجل كانها وثقت بالمياه داخل منخل,nile
1987,1988,"التويتة السابقة:ايوه العريان قال كل ده مابين جرايد و احاديث صحفية,بطلوا تقرفونا بالبرادعي بقى",0,,nile
989,990, وقلبي لازم يبقى اقوى من كده... وانا قبل ما ادخل تاني اي تجربة... عمري ما احب حد وعيني تبقى مغمضة... 💔  اليسا ,0,,nile
246,247,موهبة مظلومة تستحق الظلم أكثر,1,موهبة مظلومة بس تستاهل لأنها سيئة,msa
849,850, يله احد يتزوج ويجيب ميريام فارس بزواجه ويعزمن ,0,,levant
944,945,مايكل أوين: أعتقد أن أعظم لاعب لعب لـ ريال مدريد في كل العصور هو كريستيانو رونالدو، يليه بوشكاش  اسطورة,0,,msa
